0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,y_train
9869,1,807,3,2308,67,11,6,7,6,4475,29,7,130,2,2068,94,39,2102,2548,7,32,1499,14,791,479,7,173,1,1524,20,644,199,4684,3,104,956,9,17,334,9,14,666,3841,6825,94,17,401,82,10,8,17,440,1508,3,468,218,9,9935,1437,3,6343,3132,4,14,69,152,1,551,52,120,1328,1770,4923,455,246,42,304,150,720,1256,720,42,78,13,26,42,78,99,74,720,9,253,210,82,37,298,307,42,78,1
325,3550,1818,3,44,7685,2110,18,32,4142,6132,2228,1161,4142,7743,14,112,8,199,284,2,7,6,2325,18,1,2311,711,4592,9,1116,72,69,131,2977,972,2976,2,972,2976,1766,5,41,162,4,131,2977,519,4679,2,7,27,1,1426,4,14,72,69,122,19,2885,28,50,423,2,7,27,6428,5,733,2,215,519,14,112,743,19,1313,144,24,263,24,33,405,1426,401,82,6904,122,401,94,28,7386,6678,2,19,329,22,288,1042,1
125,964,6,1,597,981,5217,44,422,2962,7604,75,8147,44,75,954,817,469,178,166,6773,24,156,75,178,1743,3435,83,1,3503,20,1640,3743,1,402,4,94,32,24,5,872,1079,3481,992,971,875,274,971,163,9696,277,971,875,203,5,1533,1,139,2262,2668,1154,1147,2632,792,1857,1942,2669,846,368,12,122,1687,1178,9,118,2734,3,2656,2546,1,277,4,1,177,55,25,87,328,2809,2,544,2316,2735,2810,3,1098,4,1,1749,2811,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,1122,114,12,1514,2078,4553,24,880,12,1514,2078,202,4553,24,880,11,40,2045,455,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
5,1078,3458,2,5,3005,34,140,3,216,4426,5082,6052,192,75,18,750,5107,24,590,1,1161,151,1197,1041,2,1,321,3,23,80,194,3606,38,5082,1201,2,5,3005,10,34,2314,6,4368,1479,1,1161,151,6,14,134,75,34,1381,72,69,383,745,3,219,862,212,1540,18,1,233,1006,1200,115,343,80,5148,1,1161,151,255,31,956,41,385,3000,31,13,26,158,16,2537,830,432,306,43,102,113,41,13,26,1777,16,1861,577,0
1,382,494,530,68,5,782,62,782,157,2,342,63,121,2157,8,14,29,7,293,75,3234,554,4,530,1448,376,30,19,365,6,222,185,126,121,896,2,160,10,1,342,5464,93,1229,2,1962,9,129,265,49,12,6,206,5,134,10,1,342,8,25,3502,21,1,342,30,19,2,75,6,359,185,147,362,222,14,4,411,7475,10,1,342,554,5338,1295,51,10,46,743,695,342,223,302,192,4046,2866,256,16,99,74,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1
309,973,645,5,245,829,2006,10,77,2050,59,29,3898,40,2541,90,44,4,5,5012,572,262,92,5,572,27,980,3,39,2047,77,2050,59,2675,61,14,8,374,645,2486,29,3898,40,2541,9,1,361,1590,3,7,741,2,292,5,361,18,4310,1582,12,1155,57,983,18,3898,2541,2876,278,11,10,46,869,1,163,3518,2047,1250,218,3,67,274,4,632,795,149,7,450,1304,8290,136,37,105,37,13,65,296,35,99,74,136,37,0
2495,1735,57,46,418,1483,596,2,17,280,373,21,22,17,780,448,63,1376,2386,20,3072,14,208,30,3191,70,325,1141,2386,9,6,295,3,295,2,295,263,1959,90,32,781,46,418,1483,2396,596,9,2333,1376,3,43,2244,325,1141,2,735,14,310,79,15,13,26,4264,6940,178,5,1004,1141,1900,4,14,310,140,17,219,218,2,215,576,22,14,105,37,79,15,13,26,4264,16,692,1044,9543,1300,692,332,340,9544,31,37,561,1
4971,1232,9382,2390,17,5314,2740,1627,21,2740,2818,3,147,44,100,79,1,186,9,1,2591,13,2737,1522,1988,35,7,20,550,14,377,290,126,7,23,897,1734,2,216,968,798,52,590,1499,377,217,3142,21,578,33,2185,4616,1,66,4,144,52,3,49,25,130,2,140,45,1042,2,318,93,172,25,449,2,216,101,29,7,49,25,449,2,216,70,519,282,22,1771,283,2,19,329,22,45,37,13,2737,1522,1988,35,215,113,1
81,41,31,4294,414,501,413,47,356,1212,655,2485,31,81,4294,414,638,413,47,453,2066,1987,2485,31,81,41,31,31,88,31,163,1624,1,69,192,103,1624,1,69,192,103,1111,90,111,103,34,178,5,263,62,2,652,592,282,103,721,12,2,1,8775,7069,29,12,40,5091,24,144,14,184,35,52,8,326,27,299,499,2,537,412,13,299,16,184,103,2672,105,37,103,2672,65,132,35,195,65,132,35,65,74,103,2672,0
0,0,0,0,186,13,26,622,16,79,98,1322,176,47,108,747,2346,273,24,45,8,4267,3668,31,783,41,783,1496,3652,81,783,1684,3307,98,783,543,88,783,89,158,3,1876,5093,1109,2,171,31,13,26,622,16,7240,43,102,113,41,13,26,622,16,43,102,113,81,13,26,622,16,1496,43,102,113,98,13,26,622,16,43,102,113,88,13,26,622,16,543,43,102,113,171,13,26,622,16,2794,1936,432,43,102,113,0
2340,1698,2340,1698,371,9,2340,1698,2340,1698,335,1915,505,2340,1698,1267,1297,181,2340,1698,255,1704,371,2340,1698,1519,3,11,856,7,4720,333,9,2908,133,306,88,90,1,255,15,1,306,54,4,4302,31,13,26,16,637,113,8880,41,13,4784,16,4784,1704,571,186,13,7791,8534,514,16,8534,3763,5,182,182,190,190,38,38,6900,4784,81,1724,1267,81,13,26,3205,113,98,13,2597,97,395,514,6091,1724,2926,88,13,26,514,16,1768,0
24,156,1,633,7,231,6,938,12,30,25,3748,70,28,32,24,5,886,183,1992,1024,8606,7682,17,509,2,516,95,371,1873,3,1978,1769,8403,313,1191,2,17,109,509,29,7,449,388,135,634,7,192,8606,204,7,34,180,28,13,26,8606,35,3348,370,29,1302,73,2,895,2,67,371,1873,1978,33,1267,17,123,183,100,180,13,26,8606,35,1873,370,643,21,771,401,8606,35,9,44,82,1770,843,208,13,26,8606,35,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519,4,39,158,50,25,57,158,1054,158,11,728,1,190,10,2323,86,84,2229,1,158,1994,8,51,626,11,73,1,342,1491,0
2,48,6,3,476,912,11,1896,496,23,1620,1299,292,2,28,391,46,678,3750,152,39,3750,37,7,812,1,3750,37,9,7591,43,21,49,71,1529,4249,9,17,399,15,1652,522,693,47,28,851,2066,2041,661,1244,114,469,351,7,32,998,15,990,3001,128,19,5,462,399,924,4143,40,14,1,4143,21,30,71,19,128,44,173,20,39,2336,6365,385,661,6762,9687,9688,7112,417,136,37,105,37,13,65,296,35,99,74,136,37,0
694,28,118,386,22,1702,3,128,362,3064,2653,1,9387,2823,3,1,6,1620,121,25,6,1,391,1,907,7964,151,6936,10,1,1885,213,6,5466,9962,3684,87,2683,2,1,9387,28,1635,116,1548,27,152,145,264,204,33,34,4797,1,6,70,1401,6,1,177,15,70,193,6,876,488,907,3802,3547,461,2,22,145,1925,2,11,23,601,58,2593,58,3,116,463,3,10,55,231,39,251,24,5,6931,147,13,256,16,99,74,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,315,179,628,629,84,7,34,216,5,1483,180,9,81,98,21,88,5,416,524,17,1949,633,8,828,238,106,5,1483,180,9,111,98,5,416,9,185,2,363,33,127,12,1517,2132,36,90,3809,228,9,471,82,15,14,1374,5216,2065,698,13,26,97,107,2,739,54,100,181,2,45,739,54,509,13,26,97,107,4207,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,868,2,2166,913,54,14,873,335,3,842,23,930,321,3088,9,7,109,7,30,19,1877,1,3234,188,2166,570,242,17,280,320,672,91,128,2029,58,620,280,447,33,34,2166,318,467,94,366,45,5180,2,117,9,7,13,2464,7496,183,41,13,16,13,2464,7496,3063,4207,864,1
85,323,8717,1,1809,652,9,3605,5,112,192,323,1392,1,5657,4,5,2287,867,58,1,1604,3605,1259,1845,300,323,434,38,120,2,1,7209,1372,70,2554,3056,3,2647,6412,77,19,427,2,161,1047,890,2,48,80,69,211,212,1532,77,1457,5,1218,173,1,9198,423,4,9072,86,8,147,147,1743,92,1,1757,628,85,8694,1532,3,3194,847,77,48,192,36,206,1191,142,19,5,746,618,92,38,3568,2806,13,256,16,99,74,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,414,178,1,790,183,11,808,2,3844,936,5,7599,718,18,5,2935,237,5,2252,2,1962,677,791,10,677,115,2481,152,68,1,2,1564,1,8592,3,345,38,908,2,211,3,684,1497,115,1,158,2252,173,34,11,161,162,2545,9,166,3882,7,345,1,60,3882,7,1454,9,14,791,51,1,272,546,93,776,786,738,23,2,101,157,2096,0
23,50,1089,36,2,48,115,1,7851,1035,173,7303,20,310,20,46,414,4,14,71,8,38,4,1,76,83,910,138,2842,2,4517,278,117,33,3684,1071,59,45,488,24,44,3,44,4299,213,1,553,4,1,2982,2,3646,33,2799,25,2,807,4517,36,33,201,807,7851,3,300,7851,833,27,7456,152,2907,573,4,910,2,2201,80,112,1995,30,588,12,565,31,13,2263,16,2086,47,281,267,113,41,13,26,3563,16,4193,4686,7331,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,930,900,2,19,329,22,14,37,79,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,990,593,404,47,28,851,1002,456,1410,114,293,1276,50,36,2,4090,118,194,1014,238,2,490,1,825,21,33,135,23,1,2,479,101,2,2576,59,21,48,1407,54,4,1,648,1076,1832,10,1250,68,461,2,757,2,18,2601,3,618,92,18,7937,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,1717,35,176,25,438,799,5,3496,4,415,1365,3255,55,1989,28,1216,4,1731,4041,255,31,956,41,385,1252,81,31,13,26,16,2086,370,432,352,281,404,41,13,26,1777,16,1861,577,81,13,26,16,543,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,26,622,16,79,98,1322,176,47,108,747,1865,273,102,3888,28,6,2986,0
68,2454,191,40,2004,6,1567,556,403,51,5220,2498,269,2745,2,8321,36,1,620,594,15,6,1,893,83,1160,40,199,27,7616,13,26,256,16,113,15,2760,378,13,26,256,16,191,1369,113,2,191,13,26,256,16,191,1369,113,2088,1514,57,24,164,24,42,239,13,26,256,16,20,5,245,517,4,14,422,57,1054,21,1,893,106,116,327,2018,18,32,45,25,1021,3,866,4607,9,1,125,355,1070,156,187,2,251,1410,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,26,319,72,69,64,580,319,950,64,64,1492,14,184,35,52,8,326,27,299,499,2,537,412,13,299,16,184,103,475,105,37,103,475,65,132,35,195,65,132,35,65,74,103,475,1
334,29,7,77,73,2,468,5,180,1553,17,180,347,3,468,12,2,45,586,786,18,1,4144,169,335,1660,2,31,4705,5810,8850,375,1081,468,334,100,1553,76,3,468,12,2,94,28,31,4705,5810,8850,29,7,468,5,180,71,8,50,143,9,7,2,69,33,30,4225,5,60,180,18,1,22,17,382,180,32,1356,30,9,780,5310,163,108,316,96,5979,2,131,162,11,131,697,49,25,473,2,14,112,430,3486,16,167,1
167,1,3403,13,26,16,1552,4737,6424,1,3403,27,7196,108,384,47,1955,6,206,5,847,5588,1,1140,9,2833,30,683,662,533,4545,1858,6,8164,206,2833,738,19,1127,1331,1134,1825,5,1396,61,3,324,20,459,2275,6,5,4804,53,20,25,2,2111,10,83,6021,776,2,53,1134,1825,369,10,601,8,7223,470,128,44,7223,368,8,1,601,10,206,5,2833,323,19,27,45,194,4943,4,1,60,7580,4,61,10,8,5,7524,601,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,114,11,57,1547,38,136,3,83,11,278,2,1214,1,1854,274,11,129,744,104,22,39,136,11,327,608,775,136,41,41,9452,775,136,4488,222,31,222,425,425,22,2837,1041,2837,8210,1531,40,2862,2,25,1,136,90,1,136,148,18,7,1,1531,461,2,23,344,2899,1713,1283,136,2837,136,37,105,37,13,65,296,35,99,74,136,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4833,11,165,647,11,143,2,629,84,2,5507,136,37,105,37,13,65,296,35,99,74,136,37,0
190,1657,381,84,34,33,5761,10,552,1436,645,5817,11,601,10,1,249,40,1,46,10,7492,121,694,247,214,439,510,244,73,1436,21,128,1436,154,20,7,247,10,12,40,1,138,9,7,564,314,2,104,5761,12,6,73,2562,6098,21,128,6098,154,8,10,12,661,661,1244,177,563,489,2633,2634,98,2635,148,3,311,1711,2636,2637,1950,1007,150,1496,219,1212,2638,102,404,404,136,37,105,37,13,65,296,35,99,74,136,37,0
1068,310,82,100,286,31,7474,9036,9037,32,523,20,2713,272,193,558,94,2778,2303,3,663,2659,69,6244,2188,109,484,100,1753,2726,2602,1169,17,154,3,219,218,3,5,3504,62,2,628,17,286,1234,33,30,19,977,2,49,729,7,9,17,671,1575,9,32,2303,523,434,171,102,734,2230,2713,301,131,2659,69,434,224,102,9,663,523,2,215,17,120,22,45,37,79,473,6,17,52,146,3,410,215,6,1,167,1217,106,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,26,622,16,79,41,1322,176,47,108,1958,1033,273,102,7268,1684,3307,15,1,2533,798,1384,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,26,622,16,79,41,2431,176,25,93,80,9,401,175,462,2302,6,2397,401,18,1,4934,1060,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,26,622,16,79,31,2431,176,25,30,19,1,68,94,295,173,2190,3208,34,66,395,1524,2,695,3,3609,5873,0
714,13,66,237,97,518,845,999,352,281,501,350,15,2631,4369,252,359,593,47,998,27,6519,15,990,593,501,501,630,6290,13,66,237,97,518,845,999,352,281,501,530,1578,47,1806,32,387,756,7,23,330,14,112,126,7,1080,2,12,15,66,237,2,490,550,14,3,89,282,22,66,237,21,2,434,44,282,21,229,17,918,100,181,2,17,332,306,13,66,237,97,39,282,7,34,500,6,3,229,17,918,22,71,0
76,15,191,3,140,1,660,4405,5,245,785,15,145,1110,265,488,234,91,33,124,15,93,34,540,1,188,7680,508,9,3363,469,684,1,188,46,2,37,15,145,1110,1,2609,34,178,86,54,2,9053,50,239,121,5141,1225,2932,114,8743,920,10,508,3,3770,3363,9,185,53,1074,73,5,2625,231,6,412,36,234,1070,234,351,10,1014,2183,15,7419,1207,71,20,1193,4,1867,4,3363,333,618,3,18,1,3833,2235,861,2541,203,0
0,0,0,0,0,0,0,0,0,0,0,23,5,794,5295,975,139,448,18,5880,1154,6007,808,68,206,448,3827,27,5295,196,448,337,5295,4052,3912,50,440,5837,1294,1927,5295,196,3,1723,5295,5880,373,781,28,50,1150,423,164,28,111,8193,5880,758,6713,177,1592,471,760,139,292,3,554,18,241,567,227,14,1150,2602,3,241,228,48,294,670,28,13,52,8,25,1511,3,18,698,880,2288,29,7,23,70,643,100,401,94,28,1
11,1006,211,6,1460,4,1823,32,1890,2,1,4817,11,601,1,382,569,40,5,538,2387,15,10,541,8,71,70,269,1285,2,152,415,659,11,1181,101,24,5,1409,3,743,160,4,70,164,666,2,66,101,28,1,1264,4102,49,7,236,507,496,358,143,15,46,123,306,22,158,3,4359,2,52,3,825,4002,13,349,39,236,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
6,10,12,7612,4684,2151,368,212,1,3356,8,660,11,2156,160,4785,1030,3356,8,5,462,8274,7337,8,645,660,3,8,39,533,303,131,2324,4,1089,12,55,85,660,753,73,1,1022,2,364,3,2990,295,51,10,2112,20,7209,973,3,118,5019,8,265,92,90,104,159,6349,227,67,5069,2,1,618,2533,7816,4,39,266,1073,4999,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
490,519,2465,32,6412,142,19,1314,2,14,52,455,3207,21,7,34,286,39,2102,1261,6994,6848,11,66,14,553,2,7,2,1848,1,125,5963,2,351,14,672,1150,1428,63,358,17,1733,212,11,5500,17,2294,650,188,440,868,4923,4930,1492,14,184,35,52,8,326,27,1059,1,834,1293,878,269,62,590,1069,91,57,1330,400,12,6,13,26,1059,16,819,1944,103,475,105,37,103,475,65,132,35,195,65,132,35,65,74,103,475,1
1973,21,9374,8,699,24,1,15,1,373,3198,6,1,2061,8444,67,8602,28,5,1,4,5,760,4155,50,1727,30,48,21,502,1,1207,4,85,538,4,2799,1461,68,2,1,1309,14,122,19,3,159,2,1,1309,36,12,6357,50,5065,1437,8788,1690,2502,11,129,1,2279,22,2167,32,2509,3,121,36,11,994,2,48,85,659,59,198,11,814,1,524,2983,255,31,956,41,31,13,26,97,902,113,41,13,26,1777,16,1861,577,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1027,506,413,47,2939,131,3961,2206,114,234,1092,524,314,1458,121,247,458,470,5549,6,1,1563,22,17,3725,466,2,96,5,3937,5811,51,2904,234,11,351,2013,1636,365,86,1410,6,1,4,39,13,256,16,99,74,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,483,1273,6181,6373,217,3499,2582,1,940,28,6181,6373,7,23,330,14,52,126,7,23,1080,192,46,4,45,372,1117,29,7,77,73,2,629,44,58,6207,16,106,100,409,45,509,26,6207,16,29,14,112,40,284,2,7,6,425,21,29,7,77,73,2,257,100,79,76,21,1407,3,1553,1,339,255,115,5,123,1196,13,26,6207,16,257,370,1
1120,4,1421,792,3315,2,2038,641,1,379,4,1,249,245,185,33,149,2117,45,731,67,2038,2,657,6,169,2,364,1321,1,9217,4,6993,1415,1,88,7772,2038,228,33,4261,1,339,321,477,5538,3,150,477,5001,477,3,396,477,5001,2,124,1,294,88,7772,37,4,2038,2,657,61,106,409,13,16,4258,3000,4889,4548,117,31,6053,7933,7175,8742,28,2973,16,2973,354,477,871,31,8643,9221,9769,13,2973,4435,256,16,99,74,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4295,1690,7193,724,138,585,562,152,2935,2935,3835,1282,547,585,562,152,3835,1282,14,1083,32,1282,1287,330,233,3,271,22,4295,344,1,3330,312,36,286,1,997,3835,1282,232,1223,11,969,328,1,62,2,344,70,44,585,1514,898,668,228,2341,0
5,462,1731,2050,2254,127,63,8,1,262,2,3509,14,1112,385,6,3089,1710,2017,585,695,2017,585,163,43,25,2022,2248,567,223,1710,1112,482,585,163,43,163,43,695,21,2382,1112,482,585,163,43,163,43,3503,24,381,9343,260,5005,9,31,260,5005,9,41,992,61,9,271,6,260,260,4194,2498,115,585,1646,271,277,4194,61,628,3528,277,381,984,889,482,585,31,252,277,4,1924,1616,31,1300,3,257,2595,181,2,6653,5353,97,0
1060,7,23,1,44,7,30,19,1877,1,1323,636,1289,238,1743,7124,4,8968,525,119,7921,1060,572,1,4934,1060,3032,163,1060,8,1,6,1,177,12,8,108,426,44,1171,92,202,197,193,30,351,1,9898,556,8598,2,8944,2214,22,1,5804,3,1,604,4,1,8609,10,2958,9027,6538,400,59,252,1060,374,8496,5,2802,34,433,1,10,2016,6,1,1731,108,5,402,4,34,5,9006,1060,8,5,730,12,34,174,6092,3,1753,1060,0
3477,552,1198,3422,8,2040,67,8,25,2110,18,6566,253,1104,2040,6565,294,540,54,1198,3422,71,20,1193,44,173,53,804,22,70,945,63,34,19,510,385,6,3089,7439,1490,3846,1366,148,3,311,334,260,303,505,1168,4228,219,5425,468,5425,14,184,35,52,8,326,27,1059,1,834,1293,878,269,62,590,1069,91,57,1330,400,12,6,13,26,1059,16,819,1944,103,270,105,37,103,270,65,132,35,195,65,132,35,65,74,103,270,0
1181,6150,3,100,621,2,900,17,1663,218,6,207,46,4,17,18,17,3459,5443,142,71,19,70,229,4,17,120,49,5454,17,1548,3459,24,772,24,460,3051,312,22,32,45,1965,3,729,7,9,199,355,4,45,3142,204,1770,1,1366,3142,417,26,502,70,4,3319,15,1,355,4,1,5190,30,872,2,100,49,25,473,14,69,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,1
399,3,3213,742,9,12,3,53,20,61,242,18,5,471,605,1203,296,399,1985,28,399,296,35,9,166,93,323,19,761,278,7,344,163,81,18,1,4875,138,21,172,12,1392,38,457,12,1368,5,41,41,457,609,57,58,507,269,3036,661,1260,1329,632,795,42,136,742,13,296,35,632,795,42,433,163,81,2772,450,42,457,41,98,356,5923,1037,43,102,43,879,43,102,136,37,105,37,13,65,296,35,99,74,136,37,0
731,96,10,3,44,79,76,2,161,54,84,13,1097,2753,8954,1153,965,63,1,2122,23,2,259,58,72,69,372,5,2317,2055,9,166,93,34,178,1088,4,884,72,69,441,1,60,1119,426,72,69,8,38,2893,1354,1741,1024,76,2,161,54,84,7,34,49,12,13,1097,2753,8954,1153,215,697,49,25,473,2,14,112,2,19,329,22,288,1042,79,76,430,16,167,215,100,49,25,405,3040,18,17,215,733,32,1794,3596,1006,1
267,923,4,3247,781,696,5013,1083,2042,2,2210,69,84,34,11,48,12,2,2210,558,5,5385,505,18,1892,7334,2541,5013,18,21,244,73,10,320,12,34,5013,5557,1123,18,1892,220,18,3719,2330,11,91,160,12,34,3228,7,34,57,309,5,15,17,194,758,3,140,69,152,12,6288,7256,4657,664,2203,273,26,4657,664,78,468,273,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,11,1126,447,29,39,399,220,8,450,1572,163,81,399,43,81,3,85,1450,20,986,15,190,3,30,19,450,1572,202,43,399,43,88,49,1,209,353,274,385,2800,52,1168,396,3470,736,1787,489,1466,1108,4,60,7351,468,2483,7776,846,13,7952,5508,1168,136,37,105,37,13,65,296,35,99,74,136,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,14,8,2529,86,9578,121,536,2,309,5,300,238,3750,4,5,509,152,90,6752,839,3,25,659,128,403,214,3472,1,3750,2563,3750,195,5128,1546,16,5,502,5,436,945,21,1397,691,5640,246,42,304,150,141,42,78,13,26,42,78,99,74,141,9,253,210,82,37,298,307,42,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,114,1444,23,7,625,3,4874,14,518,3,145,1925,729,7,13,26,16,144,124,1,237,2241,69,15,4561,3,1,2152,15,1118,270,4976,14,184,35,52,8,326,27,819,1018,4,10,189,266,871,219,48,5,60,76,9,56,195,26,1395,16,203,610,203,1418,1419,1420,103,919,105,37,103,919,65,132,35,195,65,132,35,65,74,103,919,0
0,0,0,0,0,0,0,0,0,0,0,1,4512,8691,4,146,1416,40,3788,28,5,1384,326,27,4962,28,3442,6,1442,1,943,146,1416,40,3916,2,19,5631,234,331,146,19,1454,18,1,189,213,27,89,1416,1,7867,4,14,1384,20,61,242,217,28,13,26,3351,815,349,266,75,1504,133,3868,4962,436,91,1688,1,1803,4,431,155,1505,2,1,1217,4,146,1416,13,26,3351,815,349,266,75,1504,133,3868,4962,271,113,2096,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,601,10,6,169,2,19,5,1166,3459,7,129,2,5844,22,1490,19,4586,3274,21,160,312,64,6145,112,8,986,2,7,24,5,872,4,38,739,6,2001,45,1450,23,129,18,7,29,7,474,449,2,19,329,22,32,288,282,106,79,76,6588,5950,7089,577,6123,1
